"Response ID","Set Number:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","Card Number:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","שיטת הפיצוי:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","סכום הפיצוי:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","אופן קבלת הפיצוי:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","Score:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  "
"158","5","3","pull","25","refund_next_purchase","0"
"159","1","1","push","75","bank_cheque","0"
"159","1","2","push","100","credit_cart","100"
"159","1","3","push","50","another_product","0"
"159","2","1","pull","100","refund_next_purchase","0"
"159","2","2","pull","25","another_product","0"
"159","2","3","push","50","coupon","100"
"159","3","1","push","25","refund_next_purchase","0"
"159","3","2","pull","100","coupon","100"
"159","3","3","pull","50","credit_cart","0"
"159","4","1","pull","25","bank_cheque","0"
"159","4","2","pull","75","refund_next_purchase","0"
"159","4","3","push","75","coupon","100"
"159","5","1","push","100","another_product","0"
"159","5","2","push","50","credit_cart","100"
"159","5","3","pull","75","bank_cheque","0"
"160","1","1","push","100","another_product","0"
"160","1","2","push","25","credit_cart","0"
"160","1","3","pull","75","bank_cheque","100"
"160","2","1","pull","25","refund_next_purchase","0"
"160","2","2","pull","100","coupon","0"
"160","2","3","pull","75","credit_cart","100"
"160","3","1","push","50","coupon","0"
"160","3","2","push","25","refund_next_purchase","0"
"160","3","3","pull","50","bank_cheque","100"
"160","4","1","push","75","refund_next_purchase","0"
"160","4","2","pull","50","credit_cart","100"
"160","4","3","pull","50","coupon","0"
"160","5","1","pull","100","bank_cheque","100"
"160","5","2","push","25","coupon","0"
"160","5","3","pull","100","another_product","0"
"161","1","1","push","100","bank_cheque","100"
"161","1","2","push","50","coupon","0"
"161","1","3","pull","75","another_product","0"
"161","2","1","push","50","refund_next_purchase","0"
"161","2","2","push","100","credit_cart","100"
"161","2","3","pull","25","coupon","0"
"161","3","1","push","75","another_product","0"
"161","3","2","pull","50","refund_next_purchase","0"
"161","3","3","push","25","bank_cheque","100"
"161","4","1","pull","100","refund_next_purchase","0"
"161","4","2","push","25","coupon","0"
"161","4","3","push","50","bank_cheque","100"
"161","5","1","pull","100","another_product","0"
"161","5","2","pull","75","bank_cheque","0"
"161","5","3","push","25","credit_cart","100"
"162","1","1","push","75","another_product","0"
"162","1","2","pull","50","credit_cart","100"
"162","1","3","pull","25","refund_next_purchase","0"
"162","2","1","push","50","coupon","0"
"162","2","2","pull","75","bank_cheque","100"
"162","2","3","pull","25","credit_cart","0"
"162","3","1","pull","100","bank_cheque","100"
"162","3","2","pull","75","coupon","0"
"162","3","3","push","25","refund_next_purchase","0"
"162","4","1","pull","50","another_product","0"
"162","4","2","push","100","refund_next_purchase","100"
"162","4","3","pull","100","another_product","0"
"162","5","1","pull","25","bank_cheque","0"
"162","5","2","pull","75","credit_cart","100"
"162","5","3","push","100","coupon","0"
"163","1","1","pull","75","bank_cheque","0"
"163","1","2","push","50","coupon","100"
"163","1","3","pull","100","another_product","0"
"163","2","1","push","50","refund_next_purchase","0"
"163","2","2","pull","100","credit_cart","100"
"163","2","3","pull","75","coupon","0"
"163","3","1","pull","50","refund_next_purchase","0"
"163","3","2","pull","25","bank_cheque","0"
"163","3","3","push","75","credit_cart","100"
"163","4","1","pull","100","bank_cheque","0"
"163","4","2","push","25","coupon","0"
"163","4","3","push","100","credit_cart","100"
"163","5","1","push","50","another_product","0"
"163","5","2","push","75","refund_next_purchase","100"
"163","5","3","pull","25","another_product","0"
"164","1","1","push","75","another_product","0"
"164","1","2","push","100","coupon","100"
"164","1","3","push","25","bank_cheque","0"
"164","2","1","pull","50","credit_cart","0"
"164","2","2","push","75","bank_cheque","100"
"164","2","3","pull","100","refund_next_purchase","0"
"164","3","1","pull","25","refund_next_purchase","0"
"164","3","2","pull","100","another_product","0"
"164","3","3","push","25","credit_cart","100"
"164","4","1","push","75","coupon","0"
"164","4","2","push","75","credit_cart","100"
"164","4","3","pull","100","coupon","0"
"164","5","1","push","50","another_product","0"
"164","5","2","pull","50","refund_next_purchase","0"
"164","5","3","push","50","bank_cheque","100"
"165","1","1","push","75","another_product","0"
"165","1","2","push","100","coupon","100"
"165","1","3","pull","25","bank_cheque","0"
"165","2","1","push","100","credit_cart","0"
"165","2","2","pull","75","refund_next_purchase","100"
"165","2","3","push","25","coupon","0"
"165","3","1","pull","50","bank_cheque","100"
"165","3","2","pull","100","refund_next_purchase","0"
"165","3","3","pull","50","another_product","0"
"165","4","1","pull","75","credit_cart","100"
"165","4","2","pull","50","refund_next_purchase","0"
"165","4","3","push","25","bank_cheque","0"
"165","5","1","push","50","credit_cart","100"
"165","5","2","push","25","another_product","0"
"165","5","3","push","75","credit_cart","0"
"166","1","1","pull","100","bank_cheque","0"
"166","1","2","pull","50","credit_cart","100"
"166","1","3","pull","25","refund_next_purchase","0"
"166","2","1","pull","75","another_product","0"
"166","2","2","pull","50","another_product","100"
"166","2","3","push","75","refund_next_purchase","0"
"166","3","1","push","100","coupon","0"
"166","3","2","pull","75","coupon","0"
"166","3","3","pull","25","credit_cart","100"
"166","4","1","push","50","credit_cart","100"
"166","4","2","pull","25","coupon","0"
"166","4","3","push","100","another_product","0"
"166","5","1","push","50","bank_cheque","100"
"166","5","2","pull","100","refund_next_purchase","0"
"166","5","3","pull","25","bank_cheque","0"
"167","1","1","pull","100","another_product","0"
"167","1","2","push","25","coupon","0"
"167","1","3","pull","75","bank_cheque","100"
"167","2","1","pull","50","refund_next_purchase","0"
"167","2","2","push","75","bank_cheque","100"
"167","2","3","pull","25","credit_cart","0"
"167","3","1","pull","50","another_product","0"
"167","3","2","pull","25","coupon","0"
"167","3","3","pull","75","credit_cart","100"
"167","4","1","pull","50","bank_cheque","0"
"167","4","2","push","75","refund_next_purchase","100"
"167","4","3","pull","25","another_product","0"
"167","5","1","pull","100","credit_cart","0"
"167","5","2","push","50","refund_next_purchase","0"
"167","5","3","push","75","credit_cart","100"
"168","1","1","push","75","bank_cheque","0"
"168","1","2","push","100","coupon","100"
"168","1","3","push","25","another_product","0"
"168","2","1","push","50","credit_cart","100"
"168","2","2","pull","25","refund_next_purchase","0"
"168","2","3","pull","50","credit_cart","0"
"168","3","1","push","100","refund_next_purchase","100"
"168","3","2","pull","75","bank_cheque","0"
"168","3","3","pull","25","coupon","0"
"168","4","1","push","50","another_product","0"
"168","4","2","pull","100","coupon","100"
"168","4","3","push","50","bank_cheque","0"
"168","5","1","pull","75","refund_next_purchase","0"
"168","5","2","push","100","credit_cart","100"
"168","5","3","push","75","refund_next_purchase","0"
"169","1","1","push","75","bank_cheque","100"
"169","1","2","push","50","credit_cart","0"
"169","1","3","push","25","another_product","0"
"169","2","1","push","100","coupon","100"
"169","2","2","pull","50","coupon","0"
"169","2","3","push","75","another_product","0"
"169","3","1","pull","100","refund_next_purchase","100"
"169","3","2","push","25","credit_cart","0"
"169","3","3","push","75","refund_next_purchase","0"
"169","4","1","pull","25","refund_next_purchase","0"
"169","4","2","push","100","credit_cart","100"
"169","4","3","pull","75","bank_cheque","0"
"169","5","1","push","100","bank_cheque","100"
"169","5","2","push","25","coupon","0"
"169","5","3","pull","25","bank_cheque","0"
"170","1","1","pull","100","another_product","0"
"170","1","2","push","50","coupon","0"
"170","1","3","pull","75","bank_cheque","100"
"170","2","1","pull","50","refund_next_purchase","0"
"170","2","2","push","100","bank_cheque","100"
"170","2","3","push","25","credit_cart","0"
"170","3","1","pull","75","another_product","100"
"170","3","2","push","50","refund_next_purchase","0"
"170","3","3","pull","25","coupon","0"
"170","4","1","push","100","refund_next_purchase","0"
"170","4","2","pull","25","credit_cart","0"
"170","4","3","pull","75","credit_cart","100"
"170","5","1","pull","50","coupon","0"
"170","5","2","pull","25","another_product","0"
"170","5","3","push","75","credit_cart","100"
"171","1","1","pull","75","another_product","0"
"171","1","2","push","100","coupon","0"
"171","1","3","push","50","bank_cheque","100"
"171","2","1","pull","100","credit_cart","100"
"171","2","2","pull","50","refund_next_purchase","0"
"171","2","3","push","75","credit_cart","0"
"171","3","1","pull","100","refund_next_purchase","100"
"171","3","2","pull","25","coupon","0"
"171","3","3","push","75","bank_cheque","0"
"171","4","1","pull","50","another_product","100"
"171","4","2","pull","25","bank_cheque","0"
"171","4","3","push","25","coupon","0"
"171","5","1","push","100","another_product","100"
"171","5","2","pull","50","credit_cart","0"
"171","5","3","pull","75","refund_next_purchase","0"
"172","1","1","push","100","another_product","100"
"172","1","2","pull","50","credit_cart","0"
"172","1","3","pull","25","bank_cheque","0"
"172","2","1","pull","75","coupon","0"
"172","2","2","push","25","bank_cheque","0"
"172","2","3","push","100","coupon","100"
"172","3","1","push","75","another_product","100"
"172","3","2","pull","50","refund_next_purchase","0"
"172","3","3","push","25","refund_next_purchase","0"
"172","4","1","push","100","bank_cheque","100"
"172","4","2","push","50","refund_next_purchase","0"
"172","4","3","pull","25","credit_cart","0"
"172","5","1","pull","50","another_product","0"
"172","5","2","push","75","coupon","100"
"172","5","3","pull","75","another_product","0"
"173","1","1","push","100","another_product","0"
"173","1","2","pull","25","credit_cart","0"
"173","1","3","pull","75","bank_cheque","100"
"173","2","1","pull","50","coupon","0"
"173","2","2","push","75","bank_cheque","100"
"173","2","3","push","100","refund_next_purchase","0"
"173","3","1","push","25","refund_next_purchase","0"
"173","3","2","push","50","coupon","100"
"173","3","3","push","25","credit_cart","0"
"173","4","1","pull","100","another_product","0"
"173","4","2","pull","75","credit_cart","0"
"173","4","3","pull","100","coupon","100"
"173","5","1","push","75","another_product","0"
"173","5","2","pull","25","refund_next_purchase","0"
"173","5","3","push","50","bank_cheque","100"
"174","1","1","pull","100","another_product","100"
"174","1","2","pull","50","credit_cart","0"
"174","1","3","push","75","refund_next_purchase","0"
"174","2","1","push","25","coupon","0"
"174","2","2","pull","75","refund_next_purchase","100"
"174","2","3","push","50","bank_cheque","0"
"174","3","1","push","25","bank_cheque","0"
"174","3","2","pull","50","coupon","100"
"174","3","3","push","100","another_product","0"
"174","4","1","pull","75","coupon","0"
"174","4","2","pull","25","another_product","0"
"174","4","3","pull","100","refund_next_purchase","100"
"174","5","1","pull","25","bank_cheque","0"
"174","5","2","pull","50","bank_cheque","100"
"174","5","3","push","100","credit_cart","0"
"175","1","1","pull","75","another_product","100"
"175","1","2","pull","50","credit_cart","0"
"175","1","3","push","25","refund_next_purchase","0"
"175","2","1","pull","100","coupon","100"
"175","2","2","pull","75","bank_cheque","0"
"175","2","3","push","50","credit_cart","0"
"175","3","1","push","100","refund_next_purchase","0"
"175","3","2","pull","50","coupon","100"
"175","3","3","push","25","another_product","0"
"175","4","1","push","75","credit_cart","100"
"175","4","2","push","25","bank_cheque","0"
"175","4","3","pull","100","refund_next_purchase","0"
"175","5","1","pull","25","coupon","0"
"175","5","2","pull","100","another_product","100"
"175","5","3","push","50","bank_cheque","0"
"176","1","1","pull","75","bank_cheque","0"
"176","1","2","push","50","coupon","0"
"176","1","3","push","100","another_product","100"
"176","2","1","pull","25","credit_cart","0"
"176","2","2","pull","100","another_product","0"
"176","2","3","pull","50","credit_cart","100"
"176","3","1","push","25","bank_cheque","100"
"176","3","2","pull","75","coupon","0"
"176","3","3","pull","25","bank_cheque","0"
"176","4","1","push","75","refund_next_purchase","0"
"176","4","2","push","100","refund_next_purchase","0"
"176","4","3","pull","50","coupon","100"
"176","5","1","push","75","another_product","0"
"176","5","2","push","25","credit_cart","0"
"176","5","3","push","100","credit_cart","100"
"177","1","1","pull","75","bank_cheque","100"
"177","1","2","push","100","coupon","0"
"177","1","3","pull","25","another_product","0"
"177","2","1","pull","100","refund_next_purchase","100"
"177","2","2","push","50","another_product","0"
"177","2","3","push","75","credit_cart","0"
"177","3","1","pull","25","credit_cart","0"
"177","3","2","push","75","refund_next_purchase","0"
"177","3","3","pull","50","bank_cheque","100"
"177","4","1","push","25","refund_next_purchase","0"
"177","4","2","push","50","bank_cheque","0"
"177","4","3","push","50","credit_cart","100"
"177","5","1","push","25","coupon","0"
"177","5","2","push","75","another_product","100"
"177","5","3","pull","100","coupon","0"
"178","1","1","push","75","bank_cheque","0"
"178","1","2","pull","50","coupon","0"
"178","1","3","push","100","another_product","100"
"178","2","1","pull","25","refund_next_purchase","0"
"178","2","2","pull","75","another_product","100"
"178","2","3","push","50","refund_next_purchase","0"
"178","3","1","pull","100","credit_cart","100"
"178","3","2","pull","50","credit_cart","0"
"178","3","3","pull","25","bank_cheque","0"
"178","4","1","push","100","coupon","100"
"178","4","2","pull","75","bank_cheque","0"
"178","4","3","push","25","coupon","0"
"178","5","1","pull","50","another_product","0"
"178","5","2","push","100","credit_cart","100"
"178","5","3","push","25","another_product","0"
"179","1","1","push","100","another_product","0"
"179","1","2","push","25","coupon","100"
"179","1","3","pull","50","bank_cheque","0"
"179","2","1","pull","75","credit_cart","0"
"179","2","2","pull","50","refund_next_purchase","100"
"179","2","3","pull","100","credit_cart","0"
"179","3","1","push","75","bank_cheque","0"
"179","3","2","push","100","refund_next_purchase","0"
"179","3","3","pull","25","coupon","100"
"179","4","1","pull","75","refund_next_purchase","0"
"179","4","2","push","50","coupon","0"
"179","4","3","push","25","another_product","100"
"179","5","1","push","100","bank_cheque","0"
"179","5","2","push","75","credit_cart","0"
"179","5","3","push","50","another_product","100"
"180","1","1","pull","100","another_product","0"
"180","1","2","pull","50","credit_cart","100"
"180","1","3","pull","75","refund_next_purchase","0"
"180","2","1","pull","25","bank_cheque","100"
"180","2","2","push","25","coupon","0"
"180","2","3","pull","75","another_product","0"
"180","3","1","push","100","bank_cheque","0"
"180","3","2","push","75","coupon","0"
"180","3","3","push","100","credit_cart","100"
"180","4","1","pull","50","coupon","100"
"180","4","2","pull","50","refund_next_purchase","0"
"180","4","3","pull","25","refund_next_purchase","0"
"180","5","1","push","75","credit_cart","0"
"180","5","2","pull","100","bank_cheque","100"
"180","5","3","push","25","credit_cart","0"
"181","1","1","push","75","another_product","100"
"181","1","2","pull","50","coupon","0"
"181","1","3","pull","25","bank_cheque","0"
"181","2","1","push","50","refund_next_purchase","100"
"181","2","2","pull","100","bank_cheque","0"
"181","2","3","push","25","credit_cart","0"
"181","3","1","push","100","credit_cart","0"
"181","3","2","push","25","refund_next_purchase","0"
"181","3","3","push","50","coupon","100"
"181","4","1","pull","100","another_product","100"
"181","4","2","pull","75","refund_next_purchase","0"
"181","4","3","pull","100","credit_cart","0"
"181","5","1","push","25","another_product","0"
"181","5","2","push","75","bank_cheque","0"
"181","5","3","push","50","another_product","100"
"182","1","1","pull","75","bank_cheque","0"
"182","1","2","push","100","coupon","100"
"182","1","3","push","50","another_product","0"
"182","2","1","pull","100","refund_next_purchase","0"
"182","2","2","pull","25","credit_cart","100"
"182","2","3","pull","75","refund_next_purchase","0"
"182","3","1","push","25","credit_cart","0"
"182","3","2","pull","50","coupon","100"
"182","3","3","push","25","another_product","0"
"182","4","1","push","100","bank_cheque","100"
"182","4","2","push","75","another_product","0"
"182","4","3","pull","50","credit_cart","0"
"182","5","1","pull","100","coupon","100"
"182","5","2","push","25","refund_next_purchase","0"
"182","5","3","push","50","coupon","0"
"183","1","1","pull","100","another_product","0"
"183","1","2","push","25","credit_cart","100"
"183","1","3","pull","50","refund_next_purchase","0"
"183","2","1","pull","25","coupon","0"
"183","2","2","pull","75","refund_next_purchase","0"
"183","2","3","push","100","coupon","100"
"183","3","1","push","75","bank_cheque","0"
"183","3","2","pull","100","credit_cart","100"
"183","3","3","pull","50","bank_cheque","0"
"183","4","1","push","25","another_product","0"
"183","4","2","push","50","refund_next_purchase","0"
"183","4","3","pull","75","bank_cheque","100"
"183","5","1","push","100","credit_cart","100"
"183","5","2","pull","75","coupon","0"
"183","5","3","pull","25","credit_cart","0"
"184","1","1","push","100","bank_cheque","100"
"184","1","2","push","50","coupon","0"
"184","1","3","pull","25","credit_cart","0"
"184","2","1","pull","50","another_product","0"
"184","2","2","push","25","refund_next_purchase","100"
"184","2","3","push","75","another_product","0"
"184","3","1","push","75","refund_next_purchase","0"
"184","3","2","pull","75","credit_cart","100"
"184","3","3","push","100","coupon","0"
"184","4","1","push","25","credit_cart","0"
"184","4","2","push","50","bank_cheque","100"
"184","4","3","pull","100","refund_next_purchase","0"
"184","5","1","push","50","another_product","0"
"184","5","2","push","75","bank_cheque","100"
"184","5","3","pull","100","another_product","0"
"185","1","1","pull","100","bank_cheque","0"
"185","1","2","push","25","credit_cart","0"
"185","1","3","pull","75","another_product","100"
"185","2","1","pull","25","coupon","0"
"185","2","2","pull","50","refund_next_purchase","0"
"185","2","3","push","75","coupon","100"
"185","3","1","push","50","refund_next_purchase","0"
"185","3","2","push","75","credit_cart","100"
"185","3","3","push","100","another_product","0"
"185","4","1","push","25","another_product","0"
"185","4","2","push","50","bank_cheque","100"
"185","4","3","pull","75","bank_cheque","0"
"185","5","1","push","100","refund_next_purchase","0"
"185","5","2","push","50","credit_cart","0"
"185","5","3","pull","100","coupon","100"
"186","1","1","pull","75","another_product","0"
"186","1","2","push","50","coupon","0"
"186","1","3","pull","100","bank_cheque","100"
"186","2","1","pull","25","refund_next_purchase","0"
"186","2","2","push","100","bank_cheque","100"
"186","2","3","pull","75","refund_next_purchase","0"
"186","3","1","pull","25","another_product","0"
"186","3","2","push","75","credit_cart","0"
"186","3","3","push","100","coupon","100"
"186","4","1","push","25","credit_cart","0"
"186","4","2","push","50","another_product","0"
"186","4","3","pull","100","credit_cart","100"
"186","5","1","push","75","coupon","100"
"186","5","2","push","25","bank_cheque","0"
"186","5","3","push","50","refund_next_purchase","0"
"187","1","1","push","100","bank_cheque","100"
"187","1","2","pull","25","coupon","0"
"187","1","3","push","50","another_product","0"
"187","2","1","pull","75","credit_cart","100"
"187","2","2","pull","50","another_product","0"
"187","2","3","push","25","refund_next_purchase","0"
"187","3","1","pull","100","refund_next_purchase","0"
"187","3","2","pull","75","bank_cheque","0"
"187","3","3","pull","100","coupon","100"
"187","4","1","pull","25","credit_cart","0"
"187","4","2","push","75","coupon","100"
"187","4","3","push","50","credit_cart","0"
"187","5","1","push","100","refund_next_purchase","0"
"187","5","2","push","75","bank_cheque","100"
"187","5","3","push","25","bank_cheque","0"
"188","1","1","push","75","bank_cheque","100"
"188","1","2","push","50","coupon","0"
"188","1","3","pull","100","another_product","0"
"188","2","1","pull","25","credit_cart","100"
"188","2","2","push","100","another_product","0"
"188","2","3","pull","75","refund_next_purchase","0"
"188","3","1","push","50","refund_next_purchase","0"
"188","3","2","push","25","credit_cart","100"
"188","3","3","pull","25","bank_cheque","0"
"188","4","1","push","100","coupon","0"
"188","4","2","pull","75","bank_cheque","100"
"188","4","3","pull","50","another_product","0"
"188","5","1","push","50","credit_cart","100"
"188","5","2","pull","100","coupon","0"
"188","5","3","push","75","another_product","0"
"189","1","1","pull","75","another_product","0"
"189","1","2","push","50","coupon","0"
"189","1","3","pull","100","bank_cheque","100"
"189","2","1","push","50","refund_next_purchase","0"
"189","2","2","push","100","bank_cheque","100"
"189","2","3","push","75","credit_cart","0"
"189","3","1","push","25","another_product","0"
"189","3","2","push","25","refund_next_purchase","0"
"189","3","3","pull","100","credit_cart","100"
"189","4","1","pull","75","refund_next_purchase","0"
"189","4","2","push","25","coupon","100"
"189","4","3","pull","50","another_product","0"
"189","5","1","pull","50","coupon","0"
"189","5","2","pull","25","bank_cheque","100"
"189","5","3","push","100","coupon","0"
"190","1","1","pull","100","another_product","0"
"190","1","2","push","25","credit_cart","0"
"190","1","3","pull","50","bank_cheque","100"
"190","2","1","pull","25","refund_next_purchase","0"
"190","2","2","push","50","bank_cheque","0"
"190","2","3","push","100","coupon","100"
"190","3","1","pull","75","another_product","0"
"190","3","2","pull","100","coupon","0"
"190","3","3","push","75","credit_cart","100"
"190","4","1","pull","50","coupon","100"
"190","4","2","push","25","refund_next_purchase","0"
"190","4","3","pull","50","another_product","0"
"190","5","1","pull","25","bank_cheque","0"
"190","5","2","pull","100","refund_next_purchase","0"
"190","5","3","pull","75","credit_cart","100"
"191","1","1","pull","75","another_product","0"
"191","1","2","pull","100","credit_cart","100"
"191","1","3","pull","50","bank_cheque","0"
"191","2","1","push","25","refund_next_purchase","0"
"191","2","2","push","75","coupon","100"
"191","2","3","pull","25","refund_next_purchase","0"
"191","3","1","push","100","coupon","100"
"191","3","2","pull","50","credit_cart","0"
"191","3","3","pull","75","bank_cheque","0"
"191","4","1","push","25","another_product","0"
"191","4","2","pull","100","bank_cheque","0"
"191","4","3","push","50","credit_cart","100"
"191","5","1","push","50","refund_next_purchase","0"
"191","5","2","push","75","another_product","0"
"191","5","3","push","25","coupon","100"
"192","1","1","push","75","bank_cheque","0"
"192","1","2","push","100","coupon","100"
"192","1","3","pull","50","another_product","0"
"192","2","1","push","25","credit_cart","0"
"192","2","2","pull","75","another_product","100"
"192","2","3","push","25","refund_next_purchase","0"
"192","3","1","pull","100","bank_cheque","0"
"192","3","2","pull","50","credit_cart","0"
"192","3","3","push","75","refund_next_purchase","100"
"192","4","1","pull","50","coupon","0"
"192","4","2","push","100","bank_cheque","100"
"192","4","3","push","50","coupon","0"
"192","5","1","push","25","another_product","0"
"192","5","2","push","100","refund_next_purchase","0"
"192","5","3","push","75","credit_cart","100"
"193","1","1","pull","75","bank_cheque","0"
"193","1","2","pull","100","credit_cart","100"
"193","1","3","push","25","another_product","0"
"193","2","1","push","100","refund_next_purchase","100"
"193","2","2","push","50","another_product","0"
"193","2","3","pull","75","refund_next_purchase","0"
"193","3","1","pull","25","coupon","0"
"193","3","2","pull","50","coupon","0"
"193","3","3","push","100","credit_cart","100"
"193","4","1","push","50","bank_cheque","100"
"193","4","2","push","25","credit_cart","0"
"193","4","3","push","50","coupon","0"
"193","5","1","pull","100","another_product","0"
"193","5","2","pull","25","bank_cheque","0"
"193","5","3","push","50","credit_cart","100"
"194","1","1","push","100","bank_cheque","100"
"194","1","2","push","25","credit_cart","0"
"194","1","3","push","75","another_product","0"
"194","2","1","push","25","coupon","0"
"194","2","2","push","50","refund_next_purchase","100"
"194","2","3","pull","100","coupon","0"
"194","3","1","push","50","another_product","0"
"194","3","2","pull","75","refund_next_purchase","0"
"194","3","3","push","50","bank_cheque","100"
"194","4","1","push","75","refund_next_purchase","0"
"194","4","2","push","100","credit_cart","100"
"194","4","3","pull","100","credit_cart","0"
"194","5","1","push","25","another_product","100"
"194","5","2","pull","50","coupon","0"
"194","5","3","pull","25","bank_cheque","0"
"195","1","1","push","75","another_product","0"
"195","1","2","pull","100","coupon","100"
"195","1","3","push","25","credit_cart","0"
"195","2","1","push","50","refund_next_purchase","0"
"195","2","2","push","25","bank_cheque","0"
"195","2","3","push","100","coupon","100"
"195","3","1","push","50","credit_cart","0"
"195","3","2","push","75","bank_cheque","100"
"195","3","3","push","50","another_product","0"
"195","4","1","push","100","refund_next_purchase","100"
"195","4","2","push","75","credit_cart","0"
"195","4","3","pull","25","bank_cheque","0"
"195","5","1","push","75","refund_next_purchase","100"
"195","5","2","pull","25","another_product","0"
"195","5","3","push","50","coupon","0"
"196","1","1","push","100","bank_cheque","100"
"196","1","2","pull","50","credit_cart","0"
"196","1","3","pull","75","another_product","0"
"196","2","1","push","50","coupon","0"
"196","2","2","pull","25","another_product","0"
"196","2","3","push","75","coupon","100"
"196","3","1","push","25","bank_cheque","0"
"196","3","2","pull","75","refund_next_purchase","0"
"196","3","3","pull","100","credit_cart","100"
"196","4","1","pull","25","refund_next_purchase","0"
"196","4","2","push","100","credit_cart","100"
"196","4","3","pull","50","another_product","0"
"196","5","1","push","75","bank_cheque","100"
"196","5","2","pull","50","refund_next_purchase","0"
"196","5","3","pull","100","coupon","0"
"197","1","1","pull","100","another_product","0"
"197","1","2","pull","25","credit_cart","100"
"197","1","3","pull","50","refund_next_purchase","0"
"197","2","1","pull","75","coupon","0"
"197","2","2","pull","50","bank_cheque","0"
"197","2","3","pull","75","bank_cheque","100"
"197","3","1","pull","100","credit_cart","100"
"197","3","2","pull","75","refund_next_purchase","0"
"197","3","3","push","25","another_product","0"
"197","4","1","push","50","coupon","0"
"197","4","2","push","100","coupon","100"
"197","4","3","pull","25","refund_next_purchase","0"
"197","5","1","push","75","bank_cheque","100"
"197","5","2","push","100","another_product","0"
"197","5","3","pull","50","coupon","0"
"198","1","1","push","100","bank_cheque","100"
"198","1","2","push","50","credit_cart","0"
"198","1","3","pull","25","another_product","0"
"198","2","1","push","50","coupon","100"
"198","2","2","push","25","another_product","0"
"198","2","3","pull","75","refund_next_purchase","0"
"198","3","1","pull","100","refund_next_purchase","0"
"198","3","2","pull","50","coupon","0"
"198","3","3","pull","100","bank_cheque","100"
"198","4","1","push","25","credit_cart","0"
"198","4","2","push","75","refund_next_purchase","100"
"198","4","3","pull","25","bank_cheque","0"
"198","5","1","pull","50","another_product","0"
"198","5","2","push","75","coupon","0"
"198","5","3","push","75","credit_cart","100"
"199","1","1","push","75","another_product","0"
"199","1","2","pull","50","coupon","100"
"199","1","3","pull","25","bank_cheque","0"
"199","2","1","push","100","credit_cart","100"
"199","2","2","push","75","bank_cheque","0"
"199","2","3","push","50","refund_next_purchase","0"
"199","3","1","pull","100","another_product","0"
"199","3","2","pull","50","credit_cart","100"
"199","3","3","pull","75","refund_next_purchase","0"
"199","4","1","push","100","refund_next_purchase","0"
"199","4","2","push","50","credit_cart","0"
"199","4","3","push","100","coupon","100"
"199","5","1","push","75","coupon","100"
"199","5","2","pull","25","another_product","0"
