"Response ID","Time Started","Date Submitted","Status","age","q1_hear_term_class_action","q2_what_is_a_class_action","אחר, פרט::q2_what_is_a_class_action","q4_class_action_past","כן, אנא פרט/י איזו תביעה הכי זכורה לך::q4_class_action_past","q5_class_action_defend_public","q6_receive_benefit","q7_receive_amount","q8_receive_how","q9_support_increased_fee","q10_why_support_increased_fee","q11_not_support_not_opposed_why","q12_opposed_why","q13_considering_filing","תקשורת:q14_filing_field","צרכנות:q14_filing_field","בנקאות:q14_filing_field","ביטוח:q14_filing_field","ניירות ערך:q14_filing_field","דיני עבודה:q14_filing_field","זיהום ופגיעה בסביבה:q14_filing_field","ספאם:q14_filing_field","אפליה על רקע גזע ודת:q14_filing_field","נגישות:q14_filing_field","תביעה נגד רשויות:q14_filing_field","אחר, פרט::q14_filing_field","אחר, פרט::q14_filing_field","q15_fee_prevent_filing","q16_quantify_compensation","אחר, פרט::q16_quantify_compensation","gender","edu","family_status","employment","income","rel","אחר, פרט::rel","rel_deg","אחר, פרט::rel_deg","city"
"135","2019-01-17 02:42:37","17/01/2019 9:44:56 am","Partial","37","1","public_suit_individual_loss","","0","","2","0","","","3","","לדעתי רק העורכים דין מרווחים מזה","","0","","","","","","","","","","","","","","1","1","","","","","","","","","","",""
"136","2019-01-17 02:42:50","17/01/2019 9:50:23 am","Complete","27","1","public_suit_individual_loss","","0","","4","-99","","","1","","","אם המטרה לצמצם את העומס על בתי המשפט אין זה צריך לבוא על חשבון האזרח. יש פה נטייה די מכוונת , אחרת היו משנים את התמחור לכלל התביעות וביניהן תביעות קטנות שבהן העומס ולעיתים אף חוסר הרלוונטיות הוא גדול יותר. ","0","","","","","","","","","","","","","","1","99","","female","4","single","student","2","Jew","","Traditional","","גבעתיים"
"137","2019-01-17 02:42:56","17/01/2019 9:47:48 am","Complete","43","1","public_suit_individual_loss","","1","רמדיה","4","1","5","benefit_discount","3","","אין לי עמדה בנושא","","0","","","","","","","","","","","","","","-99","5","","female","5","single","hired","2","Jew","","Secular","","תל אביב -יפו"
"138","2019-01-17 02:43:08","17/01/2019 9:45:10 am","Partial","52","1","advance_public_rights","","0","","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"139","2019-01-17 02:43:09","17/01/2019 9:48:18 am","Complete","37","1","public_suit_individual_loss","","0","","5","0","","","2","","","יקר מידי","0","","","","","","","","","","","","","","0","99","","female","5","married","self_employed","4","Jew","","Secular","","ירושלים"
"140","2019-01-17 02:43:11","17/01/2019 9:46:04 am","Partial","58","1","public_suit_individual_loss","","0","","5","-99","","","2","","","ימהע מאוכלוסיות חלשות להגן על זכויותיהם","0","","","","","","","","","","","","","","0","4","","","","","","","","","","",""
"141","2019-01-17 02:42:09","17/01/2019 9:53:54 am","Complete","37","1","public_suit_individual_loss","","0","","3","1","5","cash","2","","","מאחר וזהו כלי שנועד לשרת את הציבור ולא להריע מפני הגשת תביעות ובכך לחזק את התאגידים","0","","","","","","","","","","","","","","0","99","","male","5","single","hired","4","Jew","","Secular","","רמת השרון"
"142","2019-01-17 02:43:15","17/01/2019 9:46:10 am","Complete","20","1","public_suit_individual_loss","","1","תביעה של חברת נסיעות לחול","4","1","1000","cheque","2","","","אנשים יפחדו להגיש תביעות","0","","","","","","","","","","","","","","1","5","","male","2","single","soldier","4","Jew","","Traditional","","ירושלים"
"143","2019-01-17 02:43:14","17/01/2019 9:49:37 am","Complete","69","1","public_suit_individual_loss","","0","","5","0","","","2","","","כיון שהציבור שנפגע יסבול","0","","","","","","","","","","","","","","-99","99","","male","4","divorced_separated","self_employed","3","Jew","","Secular","","כפר תבור"
"144","2019-01-17 02:43:08","17/01/2019 9:49:20 am","Complete","34","1","public_suit_individual_loss","","1","בשופרסל היה תביעה ייצוגית","5","0","","","4","אם יש הגשה סרק לתביעה שהיא לא רלוונטית אין צורך וחבל להעמיס על מערכת המשפט","","","0","","","","","","","","","","","","","","-99","5","","male","4","single","hired","4","Jew","","Traditional","","ירושלים"
"145","2019-01-17 02:43:24","17/01/2019 9:51:05 am","Complete","45","1","public_suit_individual_loss","","0","","3","0","","","2","",""," כי זה יכשיל יוזמות","0","","","","","","","","","","","","","","1","3","","male","3","married","hired","4","Jew","","Secular","","מצובה"
"146","2019-01-17 02:43:20","17/01/2019 9:52:27 am","Complete","50","1","advance_public_rights","","1","מטרנה","5","0","","","2","","","מכיוון שישנם אנשים שנפגעו גם בסכום הנמוך מ 8000 ש""ח ומה שהשרה אומרת להם, ""תשתדלו להיעקץ על סכום העולה עליו""","1","","consumer","","","","","","","","","","","","1","5","","female","4","divorced_separated","hired","2","Jew","","Traditional","","רחובות"
"147","2019-01-17 02:43:40","17/01/2019 9:50:22 am","Complete","40","1","public_suit_individual_loss","","0","","5","0","","","2","","","חוק שמטרתו למנוע תביעות מסוג זה ובכך מזלזל בציבור","0","","","","","","","","","","","","","","-99","99","","female","3","married","self_employed","3","Jew","","Secular","","םרדס חנה"
"148","2019-01-17 02:43:40","17/01/2019 9:48:09 am","Complete","35","1","public_suit_individual_loss","","1","נגד תנובה","4","1","לא זוכרת","cheque","4","מערכת המשפט טובעת תחת תביעות קנטרניות וטפשיות.","","","0","","","","","","","","","","","","","","-99","5","","female","5","married","hired","3","Jew","","Religious","","ירושלים"
"149","2019-01-17 02:43:44","17/01/2019 9:44:21 am","Partial","34","1","advance_public_rights","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150","2019-01-17 02:43:42","17/01/2019 9:49:22 am","Complete","25","1","public_suit_individual_loss","","1","שופרסל","4","1","4 שקלים בכל קנייה","coupon","-99","","","","0","","","","","","","","","","","","","","-99","99","","female","2","married","student","1","Jew","","Traditional","","רעננה"
"151","2019-01-17 02:43:49","17/01/2019 9:48:51 am","Complete","47","1","dont_know","","0","","2","1","לא זוכרת. נמוך מאוד","benefit_discount","1","","","תביעה יצוגית מאפשרת לתובעי חסרי אמצעים, פיצוי שלא היו מקבלים לבד.","0","","","","","","","","","","","","","","1","5","","female","3","married","self_employed","4","Jew","","Secular","","פרדס חנה-כרכור"
"152","2019-01-17 02:43:50","17/01/2019 9:44:05 am","Partial","57","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153","2019-01-17 02:43:51","17/01/2019 9:47:50 am","Complete","28","1","public_suit_individual_loss","","1","תביעה נגד רדיו קול העם החרדי","4","1","5 ש""ח","benefit_discount","2","","","לכל אזרח זכות גישה לערכאה שיפוטית. אין ספק כי יש לשלם אגרה, אך סכום זה אינו פרופורציונאלי","0","","","","","","","","","","","","","","1","2","","male","4","married","hired","2","Jew","","Traditional","","אשקלון"
"154","2019-01-17 02:43:50","17/01/2019 9:45:48 am","Complete","33","1","lawyer_get_rich","","0","","3","0","","","4","נשמע טוב","","","0","","","","","","","","","","","","","","0","99","","male","4","married","hired","4","Jew","","Secular","","פרדסייה"
"155","2019-01-17 02:43:53","17/01/2019 9:52:52 am","Complete","39","1","public_suit_individual_loss","","1","מול חברת פלאפון ","4","1","1.5","cheque","3","","מבחינתי החוק הוא לטובת כולם ואני רוצה להאמין שמי שהציע את החוק יודע בדיוק מה המצב בבתי המשפט מבחינת עומס ועד כמה יש תביעות סרק וזה רק יכול להקל עלינו הציבור בתביעות אחרות - שאולי זה יקדם את זמני מתן פסקי הדין.","","0","","","","","","","","","","","","","","-99","99","","female","2","married","hired","2","Jew","","Secular","","רמת גן"
"156","2019-01-17 02:43:53","17/01/2019 9:46:32 am","Complete","35","1","public_suit_individual_loss","","0","","4","-99","","","2","","","","0","","","","","","","","","","","","","","0","5","","male","3","married","self_employed","5","Christian","","","","תל יצחק"
"157","2019-01-17 02:43:49","17/01/2019 10:57:03 am","Complete","66","1","public_suit_individual_loss","","0","","5","-99","","","1","","","מגישי תביעות סרק יכולים להרשות לעצמם. תובעים אמת, יכולתם הכלכלית, לרוב, מונעת מהם הגשת תביעה","0","","","","","","","","","","","","","","1","5","","male","3","married","unemployed","3","Jew","","Secular","","מענית"
"158","2019-01-17 02:43:52","17/01/2019 9:48:58 am","Complete","30","1","public_suit_individual_loss","","0","","3","0","","","2","","","משום שיש גופים שבאמת מנסים לשפר ולהביא לתיקון ולפיצוי של הנפגעים ועקב העלאת האגרה זה יקשה עליהם לייצג את הציבור","0","","","","","","","","","","","","","","1","4","","male","3","married","hired","3","Jew","","Secular","","רחובות"
"159","2019-01-17 02:43:56","17/01/2019 9:50:11 am","Complete","44","1","state_neglect","","1","תביעה נגד חברת תרופות לתרופה בטיפול בבלוטת התריס","4","0","","","2","","","זכותו הדמוקרטית של האזרח להגיש תביעה ","0","","","","","","","","","","","","","","1","5","","female","3","married","housewife","2","Jew","","Secular","","כפר סבא"
"160","2019-01-17 02:43:58","17/01/2019 9:48:13 am","Complete","38","1","public_suit_individual_loss","","1","יש הרבה","2","1","4","benefit_discount","1","","","גם ככה תביעות רבות לא מוגשות שכן הפיצוי לתובע הוא מזערי בעוד שמי שמקבל את רוב הפיצוי הוא עורךה דין, והטלת אגרה תגרום להרבה מהאנשים לוותר על הגשת תביעות","0","","","","","","","","","","","","","","1","99","","male","4","married","hired","3","Jew","","Secular","","חיפה"
"161","2019-01-17 02:44:01","17/01/2019 9:48:01 am","Complete","36","1","advance_public_rights","","0","","4","0","","","2","","","כי זה יוצר מגבלה נוספת על ארגון תביעות ייצוגיות שהן כלי חשוב בידי הציבור","1","","","","","","","","","","","","other","בריאות","-99","5","","female","5","single","hired","4","Jew","","Religious","","פתח תקווה"
"162","2019-01-17 02:44:03","17/01/2019 9:49:17 am","Complete","46","1","advance_public_rights","","1","נגד עישון","5","1","30","cash","3","","אין לי דעה או עמדה","","0","","","","","","","","","","","","","","0","3","","male","3","married","hired","3","Jew","","Religious","","אפרת"
"163","2019-01-17 02:44:09","17/01/2019 9:48:56 am","Complete","35","1","advance_public_rights","","1","נגד שופרסל","4","1","20","cash","1","","","עשוי למנוע מתביעות אמיתיות ונכונות להתקיים מפאת חוסר כדאיות כלכלית","0","","","","","","","","","","","","","","-99","5","","male","5","married","hired","4","Jew","","Secular","","קרית ביאליק"
"164","2019-01-17 02:44:11","17/01/2019 9:47:54 am","Complete","30","1","public_suit_individual_loss","","0","","5","0","","","1","","","אם עד כה זה היה עולה 0 שח העלות הנוכחית מוגזמת ולא פרופורציונלית. באופן כללי השרה שקד היא שרה גרועה שחושבת על טובתה ולא על טובת העם וכן גם החוק הזה","0","","","","","","","","","","","","","","-99","4","","male","5","single","hired","3","Jew","","Secular","","תל אביב -יפו"
"165","2019-01-17 02:44:06","17/01/2019 9:47:16 am","Complete","62","1","state_neglect","","0","","5","1","4","cash","5","במגמה למנוע עומס על בתי המשפט","","","0","","","","","","","","","","","","","","1","5","","male","4","married","hired","3","Jew","","Secular","","תל אביב -יפו"
"166","2019-01-17 02:44:15","17/01/2019 9:49:01 am","Complete","26","1","state_neglect","","0","","4","0","","","2","","","הגנה על החברות","0","","","","","","","","","","","","","","1","5","","male","2","single","hired","2","Jew","","Traditional","","עכו"
"167","2019-01-17 02:44:16","17/01/2019 9:49:55 am","Complete","61","1","public_suit_individual_loss","","1","קול ברמה","5","1","12","cheque","3","","כדאי שתהינה רק תביעות מוצדקות ולא כל אחד יגיש תביעה","","0","","","","","","","","","","","","","","-99","3","","male","5","married","self_employed","5","Jew","","Secular","","חיפה"
"168","2019-01-17 02:44:21","17/01/2019 9:48:12 am","Complete","36","1","public_suit_individual_loss","","0","","5","1","4","benefit_discount","2","","","ימנע מאזרחים שנעשקו לפנות לערכאות. זה שיש עומס על בתי המשפט מלמד שצריך להקצות יותר שופטים משאבים לשיפוט יעיל יותר. במקום לדאוג לאזרח התקנה דואגת לבתי המשפט...","0","","","","","","","","","","","","","","1","3","","male","4","married","student","1","Jew","","Religious","","צפת"
"169","2019-01-17 02:44:02","17/01/2019 9:49:13 am","Complete","37","1","public_suit_individual_loss","","1","חולי בלוטת התריס","4","0","","","-99","","","","0","","","","","","","","","","","","","","-99","99","","female","4","married","hired","3","Jew","","Secular","","בת ים"
"170","2019-01-17 02:44:26","17/01/2019 9:50:10 am","Complete","40","1","public_suit_individual_loss","","1","ישראכרט, תביעה שלפיה הציבור יכול לקנות שני כרטיסי קולנוע במחיר של אחד","4","0","","","2","","","זה גורם לאנשים לחשוב פעמיים על הגשת תביעה ייצוגית, גם אם היא מוצדקת, וכך נמנעת ההטבה המגיעה לציבור.","0","","","","","","","","","","","","","","1","5","","male","5","single","hired","3","Jew","","Secular","","חולון"
"171","2019-01-17 02:44:15","17/01/2019 9:48:53 am","Complete","58","1","state_neglect","","1","תנובה - מחירים מופקעים","5","0","","","1","","","זה נקרע לרמות אותנו פעמיים, פעם אחת שגבו מחירים גבוהים ופעם שניה המדינה עוצרת/ בולמת את הגשת התביעה.","0","","","","","","","","","","","","","","1","4","","female","3","divorced_separated","hired","3","Jew","","Traditional","","עכו"
"172","2019-01-17 02:44:00","17/01/2019 9:51:52 am","Complete","29","0","","","0","","4","-99","","","-99","","","","0","","","","","","","","","","","","","","-99","99","","male","2","single","self_employed","2","Jew","","Traditional","","ראשון לציון"
"173","2019-01-17 02:44:37","17/01/2019 9:49:32 am","Complete","36","1","public_suit_individual_loss","","0","","2","-99","","","2","","","כי לעיתים יהיו אנשים שירגישו שקיימת עוולה אבל אין ביכולתם לשאת את נס הדגל, שהפך להיות לעשירים בלבד.","0","","","","","","","","","","","","","","1","1","","male","4","married","hired","3","Jew","","Secular","","נתיבות"
"174","2019-01-17 02:44:33","17/01/2019 9:48:42 am","Complete","20","1","advance_public_rights","","0","","5","0","","","-99","","","","0","","","","","","","","","","","","","","1","1","","female","3","single","hired","2","Jew","","Traditional","","הרצלייה"
"175","2019-01-17 02:44:53","17/01/2019 9:50:14 am","Complete","30","1","public_suit_individual_loss","","0","","3","0","","","2","","","זה יגרום להמון אנשים שסבורים שנפגעו לוותר על התביעה בשל העלות הגבוהה.","0","","","","","","","","","","","","","","1","5","","male","5","married","hired","4","Jew","","Traditional","","ירושלים"
"176","2019-01-17 02:45:02","17/01/2019 12:41:58 pm","Complete","29","1","advance_public_rights","","0","","3","0","","","3","","","","0","","","","","","","","","","","","","","1","99","","female","4","married","hired","4","Jew","","Secular","","קריית ביאליק"
"177","2019-01-17 02:44:59","17/01/2019 9:51:00 am","Complete","34","1","public_suit_individual_loss","","1","נגד חברת טיולים","5","1","5000","cheque","3","","לא תומכת כי זה ימנע מקבוצות להגיש בקשה","","1","media","consumer","","","","labor","","","","","authorities","","","1","5","","female","5","married","hired","5","Jew","","Religious","","שדרות"
"178","2019-01-17 02:45:03","17/01/2019 9:53:45 am","Complete","60","1","public_suit_individual_loss","","1","שופרסל","5","1","4.50","benefit_discount","1","","","מונע הזדמנות שווה לכולם להגיש תלונה מוצדקת נגד אי צדק","0","","","","","","","","","","","","","","1","99","","female","5","divorced_separated","pension","3","Jew","","Secular","","רמת גן"
"179","2019-01-17 02:45:00","17/01/2019 9:49:09 am","Complete","55","0","","","0","","3","-99","","","-99","","","","0","","","","","","","","","","","","","","0","99","","female","4","married","hired","3","Jew","","Religious","","באר שבע"
"180","2019-01-17 02:45:12","17/01/2019 9:52:07 am","Complete","25","1","public_suit_individual_loss","","0","","4","0","","","4","חלק מהותכים מגישים ץביעות סרק מה שיוצא עומס וקלוץ ראש בשאר התביעות","","","0","","","","","","","","","","","","","","0","4","","female","3","married","hired","5","Jew","","Secular","","רחובות"
"181","2019-01-17 02:45:14","17/01/2019 9:49:16 am","Complete","40","1","public_suit_individual_loss","","1","שופרסל","3","0","","","3","","","","0","","","","","","","","","","","","","","-99","99","","female","2","married","hired","4","Jew","","Secular","","ירושלים"
"182","2019-01-17 02:45:18","17/01/2019 9:51:29 am","Complete","40","1","public_suit_individual_loss","","0","","5","1","14","cash","-99","","","","0","","","","","","","","","","","","","","-99","3","","female","3","married","hired","5","Jew","","Secular","","חולון"
"183","2019-01-17 02:45:18","17/01/2019 9:48:57 am","Complete","40","1","public_suit_individual_loss","","1","כנגד הוצל\""פ","4","0","","","4","סומך על שיקול דעת השרה למנוע תביעות סרק, ולמנוע עומס מיותר על מערכת המשפט","","","0","","","","","","","","","","","","","","1","4","","male","5","married","hired","4","Jew","","Religious","","ירושלים"
"184","2019-01-17 02:45:16","17/01/2019 9:55:18 am","Complete","42","1","public_suit_individual_loss","","0","","5","1","4 שח","benefit_discount","1","","","מה יהיה עם התביעות בסכומים קטנים יותר?","0","","","","","","","","","","","","","","0","5","","female","3","married","hired","2","Jew","","Traditional","","גאולים"
"185","2019-01-17 02:45:22","17/01/2019 9:47:18 am","Complete","24","1","state_neglect","","1","על מישהו שתקע לי את האוטו","4","0","","","5","כדי לקחת זכויותנו","","","1","","","","","","","polution","","","","","","","1","2","","female","4","single","student","1","Muslim","","","","ריינה"
"186","2019-01-17 02:45:27","17/01/2019 9:52:16 am","Complete","34","1","advance_public_rights","","1","כרטיסי אשראי","5","1","5","cash","4","כדי למנוע עומס על המערכת בגין תביעות סתמיות והתמקדמות בתביעות צודקות","","","0","","","","","","","","","","","","","","-99","6","לחייב להקים משהו לרווחת התושבים באזורים אלו במקום סכום סימלי לכל אדם","female","5","married","hired","5","Jew","","Secular","","נתניה"
"187","2019-01-17 02:45:25","17/01/2019 9:59:44 am","Complete","42","1","public_suit_individual_loss","","0","","5","-99","","","2","","","נראה לי סכום גדול מידי","0","","","","","","","","","","","","","","-99","5","","female","4","single","hired","1","Jew","","Secular","","חדרה"
"188","2019-01-17 02:45:26","17/01/2019 9:48:28 am","Complete","22","1","state_neglect","","1","מול אגד ","3","0","","","3","","היא צודק מצד אחד, מצד שני זה יקר לתבוע","","0","","","","","","","","","","","","","","1","5","","female","3","married","hired","2","Jew","","Religious","","ירושלים"
"189","2019-01-17 02:45:30","17/01/2019 9:49:42 am","Complete","31","1","public_suit_individual_loss","","0","","1","1","4","cash","1","","","יזמת החוק נוצרה על מנת להכניס עוד כסף לקופת המדינה ולכיס השרים. במידה ויש עומס ניתן להכשיר יותר שופטים ולא לנסות להרוויח עוד כסף על חשבון הציבור","0","","","","","","","","","","","","","","1","6","10000","male","4","single","hired","4","Jew","","Secular","","יקנעם עילית"
"190","2019-01-17 02:45:33","17/01/2019 9:47:40 am","Complete","42","1","advance_public_rights","","1","שופרסל","4","1","13","cash","2","","","יקר מדי ועלול להרתיע מתביעות","0","","","","","","","","","","","","","","1","4","","male","4","married","hired","4","Jew","","Secular","","גבעתיים"
"191","2019-01-17 02:45:38","17/01/2019 9:54:06 am","Complete","55","0","","","0","","4","0","","","2","","","יוותרו בגלל עלויות ","0","","","","","","","","","","","","","","-99","99","","female","3","divorced_separated","hired","1","Jew","","Secular","","הרצלייה"
"192","2019-01-17 02:45:41","17/01/2019 9:51:44 am","Complete","52","1","advance_public_rights","","0","","5","-99","","","-99","","","","1","","","","insurance","","","","spam","","","","","","1","99","","female","2","divorced_separated","hired","1","Jew","","Traditional","","מבשרת ציון"
"193","2019-01-17 02:42:37","17/01/2019 9:49:13 am","Complete","34","1","public_suit_individual_loss","","1","אלטרוקסין","4","1","20","cheque","2","","","אנשים חסרי אמצעים לא יוכלו לתבוע","0","","","","","","","","","","","","","","1","5","","female","4","single","hired","3","Jew","","Secular","","באר שבע"
"194","2019-01-17 02:45:49","17/01/2019 9:51:45 am","Complete","29","1","state_neglect","","0","","3","1","5","benefit_discount","4","צריך למנוע ריבוי יתר של מקרים כאלו שיעמיסו על בתי המשפט","","","0","","","","","","","","","","","","","","1","99","","male","5","single","unemployed","3","Jew","","Secular","","רמת גן"
"195","2019-01-17 02:45:50","17/01/2019 9:52:40 am","Complete","33","1","advance_public_rights","","1","פורד פוקוס ","5","0","","","5","מגן עליי מפני ענקי השוק ","","","0","","","","","","","","","","","","","","0","99","","male","4","married","hired","4","Jew","","Religious","","אשקלון"
"196","2019-01-17 02:45:55","17/01/2019 9:48:33 am","Complete","21","0","","","1","רמדיה","5","0","","","1","","","כי זה ימנע מהאנשים לבקש את זכויותיהם המינמאליות","0","","","","","","","","","","","","","","1","5","","female","3","married","hired","1","Jew","","Ultra-orthodox","","ביתר עילית"
"197","2019-01-17 02:45:56","17/01/2019 9:55:58 am","Complete","39","1","public_suit_individual_loss","","1","הייתה תביעה נגד תנובה... לא זוכר בדיוק על מה","3","1","4 שקלים","cash","4","משום מה לישראלים יד קלה על ההדק בכל הנוגע לתביעות והאשמות סרק","","","0","","","","","","","","","","","","","","-99","5","","male","3","married","hired","4","Jew","","Secular","","קרית אונו"
"198","2019-01-17 02:45:08","17/01/2019 9:55:10 am","Complete","36","1","public_suit_individual_loss","","1","מול תנובה","4","-99","","","2","","","אנשים לא הולכים להתעשר מתביעה ייצוגית. ואם הקלף הזה יעלם, כי אנשים לא יוכלו לשלם על זה. החברות הפרטיות לא יחששו מתגובת הציבור.","0","","","","","","","","","","","","","","1","99","","female","4","married","self_employed","1","Jew","","Religious","","גדרה"
"199","2019-01-17 02:45:56","17/01/2019 9:53:05 am","Complete","44","1","advance_public_rights","","1","שופרסל","4","1","4 בכל קניה","cash","2","","","השרה צריכה לעמוד העד הציבור והצעד הזה הוא בעצם נגדו","0","","","","","","","","","","","","","","-99","99","","female","3","divorced_separated","hired","1","Jew","","Secular","","כפר סבא"
"200","2019-01-17 02:45:35","17/01/2019 9:48:52 am","Complete","39","1","public_suit_individual_loss","","1","תנובה","4","1","5","benefit_discount","4","הבה בקשות מוגשות ללא הצדקה ","","","0","","","","","","","","","","","","","","1","4","","female","5","married","hired","4","Jew","","Secular","","באר שבע"
"201","2019-01-17 02:45:47","17/01/2019 9:51:53 am","Complete","29","1","advance_public_rights","","0","","5","1","18","cash","1","","","מהווה מחסום להגשת תביעות","0","","","","","","","","","","","","","","1","1","","female","5","married","student","3","Jew","","Traditional","","חיפה"
"202","2019-01-17 02:46:00","17/01/2019 9:54:15 am","Complete","44","1","public_suit_individual_loss","","1","פלאפון, שופרסל ","3","1","20 ש""ח","benefit_discount","5","עורכי דין משועממם ומשגישים סתם תביעות ","","","0","","","","","","","","","","","","","","0","4","","female","4","married","hired","2","Jew","","Secular","","כפר סבא"
"203","2019-01-17 02:45:57","17/01/2019 9:50:39 am","Complete","40","1","public_suit_individual_loss","","1","שיפרסל","3","1","20 שח","cheque","1","","","כי זו הראה עבור הציבור שלא יוכל להגיש תובענות בסכומי אגרה כאלה","0","","","","","","","","","","","","","","1","5","","female","5","single","hired","5","Other","אחר","Secular","","חיפה"
"204","2019-01-17 02:46:08","17/01/2019 9:48:42 am","Partial","46","1","public_suit_individual_loss","","0","","4","-99","","","2","","","לא הגיוני להעלות בצורה כה דרסטית","0","","","","","","","","","","","","","","-99","5","","","","","","","","","","",""
"205","2019-01-17 02:46:11","17/01/2019 9:47:25 am","Complete","24","1","lawyer_get_rich","","0","","1","0","","","3","","","","1","","","","","","","","","","accessibility","","","","0","2","","male","4","single","student","1","Jew","","Secular","","תל אביב"
"206","2019-01-17 02:45:56","17/01/2019 9:53:34 am","Complete","21","1","dont_know","","0","","3","-99","","","2","","","לא רואה סיבה לעלות מחיר של הגשת תביעה","0","","","","","","","","","","","","","","1","5","","female","2","single","hired","3","Jew","","Secular","","נתניה"
"207","2019-01-17 02:46:16","17/01/2019 9:54:17 am","Complete","39","1","state_neglect","","1","אלטרוקסין, הוט וכו׳","4","0","","","5","כדי שלא כל אחד יגיד תובענה על כלום","","","0","","","","","","","","","","","","","","0","99","","female","2","married","hired","2","Jew","","Secular","","חיפה"
"208","2019-01-17 02:46:20","17/01/2019 9:50:00 am","Complete","23","1","state_neglect","","0","","3","0","","","3","","לא מכירה מספיק","","0","","","","","","","","","","","","","","-99","5","","female","4","married","student","2","Jew","","Religious","","אריאל"
"209","2019-01-17 02:44:39","17/01/2019 9:51:23 am","Complete","25","1","public_suit_individual_loss","","1","מחירים שלא היו כתובים על מוצרים, חובה לכתוב מחיר לפי מאה גרם בכל המוצרים ","5","0","","","2","","","פוגע בהגשת תביעות לטובת הציבור הרחב, פחות תביעות יוגשו","0","","","","","","","","","","","","","","-99","99","","female","2","single","student","4","Jew","","Secular","","רעננה"
"210","2019-01-17 02:46:28","17/01/2019 9:52:48 am","Complete","37","1","other_specify","תביעה במקרים של פגיעה נרחבת בזכות הציבור ע\""י גורם מסוים","1","שופרסל","3","1","10 ש""ח","cash","2","","","בדרך כלל מי שנפגע אלו האנשים שאין להם כסף להשקיע בתביעות","0","","","","","","","","","","","","","","-99","4","","female","3","single","self_employed","1","Jew","","Secular","","חדרה"
"211","2019-01-17 02:46:31","17/01/2019 9:50:45 am","Complete","58","1","public_suit_individual_loss","","0","","5","-99","","","2","","","מונע מאוכלוסיית חלשות להגן על זכויותיהן","0","","","","","","","","","","","","","","0","5","","female","5","married","student","3","Jew","","Secular","","ירושלים"
"212","2019-01-17 02:45:21","17/01/2019 10:05:32 am","Complete","37","1","other_specify","התאגדות של מכלול אנשים לתבוע זכויות מחברה שהפרה או פגעה בזכויותיהם ולא עמדה בהתחייבותיה","1","תביעה נגד חברת טויוטה על אי תקינות בבלמים או במערכות הרכב","5","1","4 ש""ח","benefit_discount","2","","","מאחר ואין זה נכון לדעתי לדרוש אגרה כה גבוהה! זה מרגיש כמו ניצול של הפרט","0","","","","","","","","","","","","","","-99","4","","female","4","divorced_separated","hired","2","Jew","","Secular","","חיפה"
"213","2019-01-17 02:46:45","17/01/2019 9:56:11 am","Complete","48","1","advance_public_rights","","1","רמדיה","3","1","7","benefit_discount","1","","","משום שמטרת התביעה הייצוגית היא לשרת קהל רחב וסכום אגרה גבוה כל כך ימנע מאנשים לתבוע מהסיבות הלא נכונות - כלכליות. ","0","","","","","","","","","","","","","","1","4","","female","5","single","self_employed","4","Jew","","Secular","","פרדס חנה-כרכור"
"214","2019-01-17 02:46:45","17/01/2019 10:14:36 am","Complete","33","1","public_suit_individual_loss","","0","","4","1","10","cash","1","","","כי זה עולה הרבה כסף לתובעים שגם כך נפגעו","0","","","","","","","","","","","","","","1","5","","female","4","married","hired","4","Jew","","Secular","","חיפה"
"215","2019-01-17 02:46:43","17/01/2019 9:49:52 am","Complete","32","1","advance_public_rights","","0","","5","0","","","5","","","","1","","consumer","","","","","polution","","","","","","","1","1","","female","5","divorced_separated","hired","2","Muslim","","","","באקה אל-גרביה"
"216","2019-01-17 02:46:01","17/01/2019 10:55:09 am","Complete","23","1","advance_public_rights","","1","תביעה נגד הוט","4","0","","","3","","כדאי לשים גבול אחרת אנשים ינצלו זאת סתם","","0","","","","","","","","","","","","","","0","3","","female","2","single","student","2","Jew","","Secular","","חיפה"
"217","2019-01-17 02:46:54","17/01/2019 9:50:22 am","Complete","24","1","public_suit_individual_loss","","1","תנובה","5","1","20","coupon","1","","","יצמצם את האפשרות לתבוע חברות גדולות שיש להם כסף  לעומת האזרח הפשוט שאיו לו כסף","0","","","","","","","","","","","","","","-99","99","","male","3","married","hired","3","Jew","","Ultra-orthodox","","ירושלים"
"218","2019-01-17 02:47:00","17/01/2019 9:52:44 am","Complete","23","1","public_suit_individual_loss","","0","","4","0","","","2","","","נראה שיש היגיון לתקנה הזו אבל לבקש מקבוצה לשלם 8000 זה סכום לא מבוטל, לא תמיד זה סכום שקל להשיג.. ","0","","","","","","","","","","","","","","1","6","תלוי כמה זמן הייתה התקופה הזו והאם זה גרם לנזקים נוספים (למשל - פגע בכלכלה האיזורית כי אנשים לא הגיעו לאזור בגלל הריח..)","female","2","single","student","3","Jew","","Traditional","","נתניה"
"219","2019-01-17 02:46:57","17/01/2019 9:51:03 am","Complete","21","1","public_suit_individual_loss","","1","תביעה נגד קרטל","3","0","","","2","","","ימנע מאוכלוסיה נמוכה להגיש תביעה","0","","","","","","","","","","","","","","1","3","","female","3","married","student","3","Jew","","Ultra-orthodox","","ירושלים"
